S1	E1	S2	E2	LEN1	LEN2	%IDY	TAGS	
20256538	20266945	19314712	19325112	10408	10401	98.70	chr01	chr01
20266940	20281571	19328534	19343209	14632	14676	98.65	chr01	chr01
20281567	20285406	19344172	19348010	3840	3839	99.06	chr01	chr01
20285416	20291477	19353188	19359191	6062	6004	97.34	chr01	chr01
20291584	20304993	19359191	19372622	13410	13432	98.44	chr01	chr01
20305005	20315037	19372934	19382990	10033	10057	97.20	chr01	chr01
20315034	20323320	19385395	19393674	8287	8280	96.96	chr01	chr01
20323320	20324288	38589522	38590480	969	959	96.39	chr01	chr01
20324288	20340033	19393668	19409469	15746	15802	97.28	chr01	chr01
20340062	20347227	19409447	19416616	7166	7170	99.67	chr01	chr01
20350259	20360328	19416611	19426729	10070	10119	98.19	chr01	chr01
20360329	20363313	14682329	14679341	2985	2989	94.16	chr01	chr01
20363305	20367376	19426715	19430829	4072	4115	96.67	chr01	chr01
20379324	20380899	19430823	19432430	1576	1608	96.83	chr01	chr01
20380970	20383239	19432957	19435258	2270	2302	94.35	chr01	chr01
20383223	20383311	18172943	18172855	89	89	100.00	chr01	chr01
20383277	20389807	19435218	19441728	6531	6511	97.67	chr01	chr01
20389801	20394753	19444718	19449648	4953	4931	98.53	chr01	chr01
20395828	20399141	19449656	19453000	3314	3345	96.57	chr01	chr01
20399978	20402440	19453123	19455592	2463	2470	97.41	chr01	chr01
20402200	20402444	19455744	19455988	245	245	98.37	chr01	chr01
20402478	20403294	16328747	16329538	817	792	86.20	chr01	chr01
20403536	20403783	41211236	41211484	248	249	91.97	chr01	chr01
20404292	20413813	19455987	19465477	9522	9491	95.60	chr01	chr01
20413808	20414050	4984935	4985177	243	243	94.65	chr01	chr01
20414047	20431053	19465474	19482589	17007	17116	98.13	chr01	chr01
20431054	20446508	19482546	19497975	15455	15430	98.19	chr01	chr01
20446509	20449997	2648052	2644494	3489	3559	96.45	chr01	chr01
20449996	20473007	19497966	19520990	23012	23025	98.11	chr01	chr01
20473126	20482061	19521008	19530068	8936	9061	96.49	chr01	chr01
20482357	20496750	19530069	19544447	14394	14379	97.85	chr01	chr01
20496743	20509649	19544501	19557431	12907	12931	98.33	chr01	chr01
20512458	20524050	19557426	19569020	11593	11595	98.40	chr01	chr01
20524041	20524776	35471983	35471258	736	726	94.58	chr01	chr01
20524883	20550783	19569012	19594978	25901	25967	98.82	chr01	chr01
20550794	20552603	19595222	19597027	1810	1806	97.24	chr01	chr01
20552310	20600740	19596970	19645456	48431	48487	98.06	chr01	chr01
20600737	20603233	19645749	19648219	2497	2471	96.42	chr01	chr01
20603237	20603487	36986342	36986092	251	251	97.61	chr01	chr01
20603816	20604962	43947295	43946147	1147	1149	85.76	chr01	chr01
20606860	20616392	9802557	9812113	9533	9557	91.96	chr01	chr01
20616393	20617842	35138277	35136827	1450	1451	98.55	chr01	chr01
20618975	20620501	42735187	42733660	1527	1528	98.63	chr01	chr01
20620506	20626466	19648209	19654171	5961	5963	98.58	chr01	chr01
20626781	20629879	19654201	19657283	3099	3083	96.32	chr01	chr01
20629878	20633709	19657511	19661318	3832	3808	97.09	chr01	chr01
20636345	20637330	19666375	19667380	986	1006	92.85	chr01	chr01
20637345	20637636	19668150	19668441	292	292	94.52	chr01	chr01
20637991	20639018	19668760	19669789	1028	1030	95.25	chr01	chr01
20660970	20661751	19669576	19670357	782	782	92.21	chr01	chr01
20661891	20663237	19670491	19671832	1347	1342	89.46	chr01	chr01
20663332	20663506	19671832	19672006	175	175	96.57	chr01	chr01
20663578	20666692	19672170	19675238	3115	3069	94.03	chr01	chr01
20666695	20667135	21426845	21426410	441	436	92.76	chr01	chr01
20669260	20674317	13269617	13274677	5058	5061	93.74	chr01	chr01
20678009	20680061	19675233	19677328	2053	2096	87.36	chr01	chr01
20680061	20680196	19677456	19677590	136	135	99.26	chr01	chr01
20680188	20687378	19682258	19689439	7191	7182	97.01	chr01	chr01
20687431	20697176	19689438	19699175	9746	9738	97.93	chr01	chr01
20697176	20700177	30049268	30046270	3002	2999	93.79	chr01	chr01
20700173	20746407	19699166	19745339	46235	46174	97.91	chr01	chr01
20746407	20748076	14682329	14680666	1670	1664	90.47	chr01	chr01
20749384	20803422	19745329	19799377	54039	54049	98.52	chr01	chr01
20803688	20819541	19799390	19815236	15854	15847	96.99	chr01	chr01
20819542	20831994	19815199	19827640	12453	12442	97.44	chr01	chr01
20831986	20860364	19828155	19856476	28379	28322	98.36	chr01	chr01
20860462	20873103	19856763	19869408	12642	12646	98.93	chr01	chr01
20876097	20885348	19869404	19878659	9252	9256	97.52	chr01	chr01
20885345	20885561	4732038	4732263	217	226	90.27	chr01	chr01
20885589	20888919	19878655	19882002	3331	3348	98.81	chr01	chr01
20888915	20891619	19882283	19884992	2705	2710	98.71	chr01	chr01
20891620	20892821	15678452	15679635	1202	1184	95.19	chr01	chr01
20892822	20906786	19884990	19898951	13965	13962	99.46	chr01	chr01
20911766	20936554	19898947	19923768	24789	24822	99.17	chr01	chr01
20936550	20977667	19930250	19971371	41118	41122	99.02	chr01	chr01
20977798	20979348	19972538	19974050	1551	1513	93.87	chr01	chr01
20979503	20980371	19974317	19975192	869	876	97.83	chr01	chr01
20980447	20996279	19975337	19991165	15833	15829	97.85	chr01	chr01
20996272	21014584	19992138	20010439	18313	18302	98.66	chr01	chr01
21014821	21016097	20010437	20011713	1277	1277	99.30	chr01	chr01
21016090	21040085	20017129	20041208	23996	24080	98.09	chr01	chr01
21040084	21040295	7280658	7280444	212	215	92.59	chr01	chr01
21043444	21052144	42177267	42185954	8701	8688	94.28	chr01	chr01
21053039	21078377	20041204	20066673	25339	25470	98.36	chr01	chr01
21076585	21092461	20073895	20089736	15877	15842	97.70	chr01	chr01
21092832	21095385	20089733	20092286	2554	2554	98.67	chr01	chr01
21095380	21111555	20103696	20119860	16176	16165	98.56	chr01	chr01
21111673	21125183	20119860	20133382	13511	13523	98.39	chr01	chr01
21125087	21125672	20133426	20134018	586	593	96.97	chr01	chr01
21125996	21126151	20322087	20322235	156	149	87.90	chr01	chr01
21126206	21126519	20322556	20322883	314	328	91.46	chr01	chr01
21129876	21131497	20134010	20135627	1622	1618	97.97	chr01	chr01
21131495	21131998	20145575	20146075	504	501	98.02	chr01	chr01
21131988	21133299	20154941	20156250	1312	1310	99.47	chr01	chr01
21133584	21140539	20156248	20163244	6956	6997	95.83	chr01	chr01
21140620	21142698	20169024	20171090	2079	2067	93.94	chr01	chr01
21142694	21143537	20191722	20192564	844	843	93.29	chr01	chr01
21145123	21145448	20193504	20193831	326	328	85.76	chr01	chr01
21146109	21146373	20194939	20195197	265	259	89.06	chr01	chr01
21148023	21148240	20531103	20531317	218	215	90.95	chr01	chr01
21156923	21157530	21731449	21732058	608	610	95.74	chr01	chr01
21159958	21160384	17598970	17599396	427	427	87.10	chr01	chr01
21164684	21165358	14181675	14181001	675	675	95.71	chr01	chr01
21168854	21169166	19668448	19668759	313	312	92.65	chr01	chr01
21170519	21172794	18479033	18481284	2276	2252	86.95	chr01	chr01
21171621	21172815	13896508	13895314	1195	1195	83.38	chr01	chr01
21180246	21180465	23748648	23748429	220	220	93.64	chr01	chr01
21180875	21183842	20414937	20417909	2968	2973	88.04	chr01	chr01
21191712	21198720	20551261	20558290	7009	7030	97.63	chr01	chr01
21199644	21272657	20558288	20631352	73014	73065	99.78	chr01	chr01
21272653	21274907	20654772	20657006	2255	2235	98.14	chr01	chr01
21274902	21283355	20660174	20668631	8454	8458	97.12	chr01	chr01
21283382	21307089	20668766	20692494	23708	23729	98.55	chr01	chr01
21307083	21310419	20692975	20696383	3337	3409	96.80	chr01	chr01
21310613	21313724	20696382	20699450	3112	3069	94.80	chr01	chr01
21315110	21315533	20699517	20699939	424	423	90.07	chr01	chr01
21315838	21316027	20700047	20700239	190	193	97.42	chr01	chr01
21316025	21317026	20700274	20701287	1002	1014	92.94	chr01	chr01
21317021	21321233	20701537	20705814	4213	4278	91.91	chr01	chr01
21321251	21322803	20706305	20707774	1553	1470	83.85	chr01	chr01
21322808	21323068	34285200	34284940	261	261	96.17	chr01	chr01
21323066	21323200	20707778	20707913	135	136	95.59	chr01	chr01
21327859	21328597	20727024	20726284	739	741	86.28	chr01	chr01
21329561	21330218	20726202	20725543	658	660	88.92	chr01	chr01
21330600	21330906	20721865	20721558	307	308	84.76	chr01	chr01
21332374	21332707	20730555	20730888	334	334	95.81	chr01	chr01
21332702	21333178	20732112	20732592	477	481	95.43	chr01	chr01
21333329	21333492	20732628	20732791	164	164	98.78	chr01	chr01
21333486	21333995	20733031	20733533	510	503	95.11	chr01	chr01
21334400	21335236	20733823	20734651	837	829	93.27	chr01	chr01
21335354	21338344	20742260	20745214	2991	2955	90.33	chr01	chr01
21338338	21339889	6238934	6240489	1552	1556	88.78	chr01	chr01
21340885	21341884	20745295	20746276	1000	982	91.60	chr01	chr01
21341877	21342891	20746672	20747683	1015	1012	93.64	chr01	chr01
21343091	21344435	20747697	20748985	1345	1289	87.80	chr01	chr01
21346566	21347525	20352217	20353181	960	965	90.18	chr01	chr01
21348630	21349715	28089696	28090791	1086	1096	94.93	chr01	chr01
21349800	21350548	20749076	20749826	749	751	93.65	chr01	chr01
21350576	21351265	20761771	20762466	690	696	88.39	chr01	chr01
21358154	21358566	20769696	20770112	413	417	91.61	chr01	chr01
21358694	21359167	20770242	20770663	474	422	81.93	chr01	chr01
21359168	21359395	20771103	20771335	228	233	89.74	chr01	chr01
21359392	21359814	20771685	20772096	423	412	86.01	chr01	chr01
21359812	21360074	20772953	20773215	263	263	92.78	chr01	chr01
21360846	21361325	20775184	20775655	480	472	90.31	chr01	chr01
21361588	21361978	20776849	20777231	391	383	89.57	chr01	chr01
21363507	21365291	20763009	20764797	1785	1789	86.94	chr01	chr01
21365291	21366066	20764950	20765790	776	841	88.64	chr01	chr01
21366675	21368144	20765785	20767264	1470	1480	92.00	chr01	chr01
21367641	21368148	20796167	20796674	508	508	93.70	chr01	chr01
21368412	21369976	20796667	20798161	1565	1495	88.23	chr01	chr01
21369828	21370452	20798168	20798784	625	617	89.19	chr01	chr01
21370984	21371201	20798903	20799120	218	218	90.91	chr01	chr01
21372418	21373073	22210352	22209696	656	657	83.06	chr01	chr01
21374376	21375105	20811843	20812570	730	728	86.20	chr01	chr01
21375179	21375579	20819375	20819778	401	404	88.21	chr01	chr01
21376046	21376242	20825296	20825105	197	192	91.88	chr01	chr01
21379217	21384549	22092885	22098214	5333	5330	89.99	chr01	chr01
21396922	21397572	22109555	22110203	651	649	87.71	chr01	chr01
21397857	21400580	12298210	12295490	2724	2721	91.81	chr01	chr01
21410105	21411409	14543442	14544748	1305	1307	88.05	chr01	chr01
21413404	21414925	20282988	20284514	1522	1527	93.79	chr01	chr01
21423867	21424981	20823846	20824993	1115	1148	88.53	chr01	chr01
21430564	21435856	20832983	20838285	5293	5303	98.44	chr01	chr01
21435856	21438682	20841682	20844548	2827	2867	94.68	chr01	chr01
21438679	21441816	16066294	16063150	3138	3145	94.98	chr01	chr01
21441817	21442791	20844543	20845518	975	976	97.85	chr01	chr01
21442799	21448010	20846009	20851113	5212	5105	93.44	chr01	chr01
21447957	21448545	20851152	20851743	589	592	97.13	chr01	chr01
21448538	21452982	20855953	20860350	4445	4398	93.93	chr01	chr01
21453808	21454932	20860350	20861448	1125	1099	93.79	chr01	chr01
21454927	21455429	20872788	20873274	503	487	90.53	chr01	chr01
21455427	21456507	20873511	20874534	1081	1024	90.34	chr01	chr01
21456690	21456933	14296303	14296060	244	244	92.21	chr01	chr01
21457786	21458509	20874532	20875261	724	730	96.45	chr01	chr01
21458498	21458987	20875334	20875824	490	491	96.95	chr01	chr01
21459488	21461799	21149348	21151653	2312	2306	94.09	chr01	chr01
21461800	21462265	20875819	20876285	466	467	96.15	chr01	chr01
21464484	21465356	37002263	37001382	873	882	92.09	chr01	chr01
21465357	21466599	20876279	20877554	1243	1276	93.34	chr01	chr01
21467089	21468200	21609996	21611108	1112	1113	95.07	chr01	chr01
21467764	21468244	34148601	34148121	481	481	92.96	chr01	chr01
21469808	21471109	15723229	15721904	1302	1326	83.96	chr01	chr01
21471107	21473045	20471031	20472960	1939	1930	94.60	chr01	chr01
21477825	21478300	29708283	29708747	476	465	90.38	chr01	chr01
21477867	21478311	22115563	22115123	445	441	91.69	chr01	chr01
21478303	21478877	15721904	15721334	575	571	84.70	chr01	chr01
21480230	21481955	15710154	15708424	1726	1731	83.39	chr01	chr01
21483886	21484190	43312729	43312427	305	303	83.65	chr01	chr01
21485210	21485887	16115918	16115233	678	686	92.45	chr01	chr01
21485212	21485978	13296073	13295286	767	788	92.01	chr01	chr01
21487300	21488331	37553762	37554794	1032	1033	96.52	chr01	chr01
21490854	21492361	17285588	17284119	1508	1470	85.65	chr01	chr01
21492358	21492631	17292963	17293236	274	274	93.82	chr01	chr01
21498732	21500226	17284122	17282628	1495	1495	88.24	chr01	chr01
21501278	21502276	17714129	17715127	999	999	96.80	chr01	chr01
21577315	21578287	28654204	28655161	973	958	95.17	chr01	chr01
21591065	21593694	18391297	18388683	2630	2615	95.74	chr01	chr01
21593694	21597013	23885451	23882133	3320	3319	96.00	chr01	chr01
21594651	21597016	34004409	34006781	2366	2373	94.37	chr01	chr01
21608715	21610263	34280966	34279417	1549	1550	97.16	chr01	chr01
21608744	21610267	34265315	34266839	1524	1525	97.05	chr01	chr01
21623724	21624015	20877553	20877844	292	292	97.26	chr01	chr01
21627937	21635459	20877840	20885372	7523	7533	96.95	chr01	chr01
21635663	21639535	20885371	20889204	3873	3834	94.91	chr01	chr01
21640455	21644173	20889788	20893494	3719	3707	95.12	chr01	chr01
21644392	21653641	20893491	20902813	9250	9323	95.82	chr01	chr01
21653646	21666437	20903219	20916096	12792	12878	97.03	chr01	chr01
21666425	21761001	20916311	21011015	94577	94705	98.39	chr01	chr01
21761045	21762585	21016364	21017904	1541	1541	99.42	chr01	chr01
21762599	21765443	21018015	21020837	2845	2823	96.89	chr01	chr01
21765442	21776491	21020793	21031846	11050	11054	98.43	chr01	chr01
21776563	21776653	34270207	34270117	91	91	100.00	chr01	chr01
21776843	21780038	21031848	21035050	3196	3203	98.44	chr01	chr01
21780021	21780483	21034982	21035444	463	463	99.14	chr01	chr01
21781257	21785512	21035443	21039721	4256	4279	95.37	chr01	chr01
21785547	21786883	21039712	21040990	1337	1279	92.91	chr01	chr01
21786921	21795018	21040987	21049093	8098	8107	98.61	chr01	chr01
21795018	21795940	32176107	32177018	923	912	90.14	chr01	chr01
21795927	21797939	21149642	21151653	2013	2012	95.04	chr01	chr01
21797939	21830820	21049088	21081996	32882	32909	99.64	chr01	chr01
21841272	21841828	13958839	13958276	557	564	91.13	chr01	chr01
21841300	21841828	18909989	18909456	529	534	92.88	chr01	chr01
21858635	21863791	37494807	37489704	5157	5104	98.04	chr01	chr01
21863712	21864589	37489603	37488776	878	828	91.69	chr01	chr01
21864550	21869788	37929145	37934369	5239	5225	99.08	chr01	chr01
21869789	21890830	21092660	21113699	21042	21040	98.59	chr01	chr01
21890833	21894013	21113881	21117068	3181	3188	99.06	chr01	chr01
21895272	21924676	21117068	21146492	29405	29425	98.96	chr01	chr01
21924912	21926391	21146493	21147973	1480	1481	99.39	chr01	chr01
21926355	21927215	21147995	21148855	861	861	98.49	chr01	chr01
21927211	21928352	21151654	21152794	1142	1141	99.30	chr01	chr01
21928350	21940356	21156429	21168445	12007	12017	98.66	chr01	chr01
21940595	21954252	21168466	21182202	13658	13737	99.21	chr01	chr01
21954249	22055993	21182279	21284047	101745	101769	99.89	chr01	chr01
22055990	22109464	21289213	21342691	53475	53479	99.81	chr01	chr01
22109531	22130688	21342688	21363856	21158	21169	99.37	chr01	chr01
22130894	22131403	21363855	21364364	510	510	97.25	chr01	chr01
22131382	22136587	21367683	21372859	5206	5177	97.53	chr01	chr01
22137806	22148486	21372864	21383655	10681	10792	98.19	chr01	chr01
22148486	22149279	21463696	21462905	794	792	98.49	chr01	chr01
22149224	22149705	21462906	21462425	482	482	99.59	chr01	chr01
22149663	22150586	21462425	21461502	924	924	99.46	chr01	chr01
22150584	22153584	21476871	21479795	3001	2925	93.96	chr01	chr01
22153584	22153794	2502262	2502472	211	211	91.51	chr01	chr01
22155417	22156801	13314051	13315430	1385	1380	90.58	chr01	chr01
22156802	22162265	21479790	21485240	5464	5451	98.21	chr01	chr01
22162263	22169594	21484845	21492073	7332	7229	97.23	chr01	chr01
22170749	22175761	21492065	21497074	5013	5010	97.54	chr01	chr01
22175643	22185640	21497074	21507119	9998	10046	96.23	chr01	chr01
22185630	22189195	21507166	21510729	3566	3564	98.37	chr01	chr01
22189190	22192426	21520884	21524097	3237	3214	97.93	chr01	chr01
22192424	22193495	21525387	21526457	1072	1071	98.79	chr01	chr01
22193493	22207185	21537383	21551095	13693	13713	97.57	chr01	chr01
22207180	22221287	21556075	21570195	14108	14121	98.71	chr01	chr01
22221311	22241828	21570175	21590729	20518	20555	98.80	chr01	chr01
22241828	22242346	40979205	40979722	519	518	91.40	chr01	chr01
22243390	22245133	22080164	22078422	1744	1743	95.19	chr01	chr01
22245133	22249409	21590725	21595003	4277	4279	97.49	chr01	chr01
22249653	22251384	21594995	21596726	1732	1732	97.92	chr01	chr01
22251379	22251499	21609583	21609703	121	121	100.00	chr01	chr01
22251493	22266071	21612630	21627190	14579	14561	97.77	chr01	chr01
22266070	22266315	30995340	30995581	246	242	93.90	chr01	chr01
22266310	22270746	21627189	21631624	4437	4436	99.30	chr01	chr01
22270742	22272885	21641828	21643975	2144	2148	98.93	chr01	chr01
22273556	22274597	8068203	8069245	1042	1043	97.79	chr01	chr01
22276318	22343532	21643968	21711237	67215	67270	99.66	chr01	chr01
22345449	22345593	7640015	7640159	145	145	95.86	chr01	chr01
22347206	22360740	21711252	21724838	13535	13587	98.29	chr01	chr01
22360735	22371448	21732057	21742713	10714	10657	96.78	chr01	chr01
22371448	22395419	21742804	21766875	23972	24072	97.74	chr01	chr01
22395181	22395611	13842561	13842125	431	437	87.93	chr01	chr01
22395587	22419540	21766868	21790836	23954	23969	99.35	chr01	chr01
22419532	22453901	21791319	21825686	34370	34368	99.97	chr01	chr01
22453901	22455189	33943550	33944984	1289	1435	88.50	chr01	chr01
22455189	22467360	21825683	21837788	12172	12106	98.67	chr01	chr01
22467352	22468751	21856638	21858041	1400	1404	98.29	chr01	chr01
22468743	22478706	21858650	21868590	9964	9941	98.44	chr01	chr01
22478702	22480503	21869766	21871568	1802	1803	99.67	chr01	chr01
22480501	22487275	21871810	21878607	6775	6798	98.11	chr01	chr01
22487271	22491910	21891503	21896132	4640	4630	98.88	chr01	chr01
22491909	22492390	12609157	12609647	482	491	95.33	chr01	chr01
22492391	22492551	21896123	21896283	161	161	99.38	chr01	chr01
22492706	22505050	21896285	21908648	12345	12364	99.36	chr01	chr01
22505049	22505387	34834770	34834432	339	339	97.94	chr01	chr01
22505388	22509033	21912295	21908646	3646	3650	99.81	chr01	chr01
22509055	22513946	21912287	21917177	4892	4891	99.16	chr01	chr01
22515889	22516383	21918409	21918906	495	498	90.60	chr01	chr01
22516502	22517164	21934334	21934994	663	661	89.34	chr01	chr01
22521738	22522276	21920774	21921301	539	528	94.06	chr01	chr01
22527379	22528582	21962352	21963594	1204	1243	89.20	chr01	chr01
22528934	22531053	21963597	21965638	2120	2042	90.53	chr01	chr01
22531480	22537800	21969378	21975746	6321	6369	97.13	chr01	chr01
22537798	22539297	21976116	21977615	1500	1500	99.67	chr01	chr01
22539419	22540995	21977619	21979195	1577	1577	99.05	chr01	chr01
22541433	22550470	21979113	21988192	9038	9080	98.55	chr01	chr01
22550469	22559302	21988787	21997666	8834	8880	97.36	chr01	chr01
22559298	22572512	22000932	22014180	13215	13249	98.30	chr01	chr01
22574111	22574380	22015611	22015886	270	276	92.06	chr01	chr01
22574928	22576023	22016793	22017880	1096	1088	94.37	chr01	chr01
22576085	22580278	20851743	20855956	4194	4214	93.52	chr01	chr01
22580282	22580546	22018313	22018577	265	265	95.09	chr01	chr01
22580696	22581311	22020320	22020935	616	616	94.33	chr01	chr01
22581804	22582114	22021439	22021753	311	315	94.29	chr01	chr01
22583636	22584080	22030370	22030837	445	468	85.99	chr01	chr01
22589227	22589721	31251973	31252468	495	496	97.98	chr01	chr01
22592851	22595226	21724837	21727214	2376	2378	95.50	chr01	chr01
22594325	22595696	18494885	18496252	1372	1368	92.74	chr01	chr01
22595699	22596345	21726570	21727217	647	648	92.92	chr01	chr01
22598117	22600970	21472321	21469474	2854	2848	97.20	chr01	chr01
22598618	22601416	4777189	4774414	2799	2776	96.57	chr01	chr01
22601817	22601891	22033689	22033765	75	77	97.40	chr01	chr01
22601892	22602091	22033907	22034115	200	209	90.48	chr01	chr01
22608639	22608746	22034232	22034344	108	113	92.92	chr01	chr01
22609418	22609751	22034437	22034773	334	337	89.97	chr01	chr01
22609759	22609931	33875818	33875647	173	172	89.02	chr01	chr01
22611344	22611559	22036711	22036925	216	215	89.35	chr01	chr01
22613511	22615516	17283483	17281489	2006	1995	89.84	chr01	chr01
22617045	22618560	14649529	14651048	1516	1520	88.79	chr01	chr01
22618609	22619546	14021749	14022702	938	954	88.45	chr01	chr01
22619718	22620257	22070275	22069738	540	538	87.62	chr01	chr01
22623417	22624295	22074973	22075859	879	887	91.69	chr01	chr01
22626601	22628115	20464664	20463141	1515	1524	87.76	chr01	chr01
22627741	22628671	22960356	22959427	931	930	91.62	chr01	chr01
22628740	22629866	15995548	15996666	1127	1119	85.43	chr01	chr01
22630169	22631167	22069742	22068780	999	963	88.03	chr01	chr01
22631579	22632092	22067610	22067160	514	451	78.89	chr01	chr01
22632429	22633525	22067116	22066032	1097	1085	87.72	chr01	chr01
22635215	22635906	22065313	22064629	692	685	85.57	chr01	chr01
22636394	22636771	22064604	22064232	378	373	86.99	chr01	chr01
22639345	22639728	22061349	22060973	384	377	92.71	chr01	chr01
22641254	22641870	22060037	22059392	617	646	90.56	chr01	chr01
22646753	22646996	4471482	4471235	244	248	87.50	chr01	chr01
22647116	22647626	22054430	22053928	511	503	87.79	chr01	chr01
22647682	22648403	22053770	22053053	722	718	84.91	chr01	chr01
22648403	22648657	24612323	24612577	255	255	96.08	chr01	chr01
22648800	22650316	22052962	22051520	1517	1443	87.50	chr01	chr01
22650920	22651386	22051244	22050754	467	491	86.49	chr01	chr01
22651490	22652174	22045938	22045250	685	689	85.77	chr01	chr01
22652196	22652522	22045086	22044779	327	308	86.06	chr01	chr01
22652520	22652683	22043756	22043592	164	165	95.78	chr01	chr01
22654243	22655171	22043652	22042700	929	953	92.05	chr01	chr01
22655234	22656623	3328273	3329650	1390	1378	93.33	chr01	chr01
22662705	22664582	42071680	42073558	1878	1879	96.65	chr01	chr01
22671017	22672269	21637028	21635769	1253	1260	92.54	chr01	chr01
22675881	22676609	20299085	20298354	729	732	96.58	chr01	chr01
22687703	22688486	22115136	22114350	784	787	85.62	chr01	chr01
22692166	22693168	15648198	15647198	1003	1001	91.13	chr01	chr01
22699736	22701820	22159822	22157765	2085	2058	86.26	chr01	chr01
22715486	22718661	20388204	20391352	3176	3149	94.85	chr01	chr01
22718466	22719032	12819883	12820448	567	566	93.31	chr01	chr01
22720279	22725759	20224773	20230246	5481	5474	94.89	chr01	chr01
22728958	22732024	43022965	43019903	3067	3063	96.58	chr01	chr01
22734312	22734527	22034991	22034777	216	215	87.96	chr01	chr01
22734551	22734743	33875617	33875808	193	192	88.60	chr01	chr01
22734813	22735429	10858100	10857484	617	617	97.41	chr01	chr01
22739717	22740021	838627	838931	305	305	97.38	chr01	chr01
22739991	22740956	12173526	12174475	966	950	92.35	chr01	chr01
22740152	22741760	4117244	4115617	1609	1628	95.59	chr01	chr01
22747283	22747480	14215334	14215137	198	198	90.40	chr01	chr01
22747967	22748280	22132575	22132883	314	309	83.64	chr01	chr01
22751366	22752544	13239823	13238659	1179	1165	80.45	chr01	chr01
22758940	22759618	17221627	17222307	679	681	93.55	chr01	chr01
22759530	22760577	17948981	17950035	1048	1055	89.07	chr01	chr01
22761804	22764960	12435757	12438872	3157	3116	93.91	chr01	chr01
22761792	22764957	12746844	12750004	3166	3161	95.87	chr01	chr01
22771861	22774861	24186088	24189082	3001	2995	90.39	chr01	chr01
22786172	22786401	22153470	22153694	230	225	87.23	chr01	chr01
22786475	22786833	22153867	22154231	359	365	88.28	chr01	chr01
22791556	22792016	22173188	22173647	461	460	88.49	chr01	chr01
22792082	22792445	22173863	22174242	364	380	90.26	chr01	chr01
22793056	22793491	22174906	22175303	436	398	85.26	chr01	chr01
22793758	22794042	22175321	22175603	285	283	89.62	chr01	chr01
22794231	22794335	33307470	33307574	105	105	98.10	chr01	chr01
22794367	22794482	22175741	22175855	116	115	93.16	chr01	chr01
22797133	22798832	762762	764456	1700	1695	96.41	chr01	chr01
22800471	22801337	10853391	10854253	867	863	94.39	chr01	chr01
22800918	22802615	20245466	20243768	1698	1699	94.96	chr01	chr01
22802481	22802863	12170200	12169809	383	392	86.77	chr01	chr01
22803806	22804422	12169100	12168484	617	617	94.17	chr01	chr01
22805944	22809085	16066299	16063150	3142	3150	92.25	chr01	chr01
22811707	22812392	22176526	22177209	686	684	92.37	chr01	chr01
22812390	22813568	22177481	22178677	1179	1197	88.14	chr01	chr01
22821560	22821750	17656635	17656446	191	190	94.24	chr01	chr01
22821561	22822012	21388213	21387774	452	440	89.23	chr01	chr01
22828121	22828577	20754842	20754385	457	458	84.89	chr01	chr01
22832802	22834606	37570969	37572770	1805	1802	92.10	chr01	chr01
22834202	22841618	2484288	2476844	7417	7445	96.60	chr01	chr01
22840521	22843672	10362915	10366061	3152	3147	94.69	chr01	chr01
22859300	22860326	13278423	13279451	1027	1029	97.47	chr01	chr01
22859300	22860326	8058637	8059663	1027	1027	97.66	chr01	chr01
22871741	22873125	40078631	40077249	1385	1383	98.99	chr01	chr01
22873133	22873791	40074572	40073916	659	657	98.79	chr01	chr01
22876026	22876171	13932881	13932736	146	146	95.21	chr01	chr01
22885282	22885350	41125876	41125808	69	69	100.00	chr01	chr01
22888388	22889309	22252127	22253038	922	912	87.37	chr01	chr01
22889590	22890071	22253071	22253556	482	486	92.39	chr01	chr01
22891352	22895346	22253833	22257968	3995	4136	89.87	chr01	chr01
22895845	22901657	22257960	22263734	5813	5775	97.39	chr01	chr01
22902895	22909726	22264869	22271687	6832	6819	97.02	chr01	chr01
22909987	22910806	22285150	22285961	820	812	86.21	chr01	chr01
22911328	22914003	22285949	22288681	2676	2733	92.26	chr01	chr01
22954662	22957998	14080102	14076767	3337	3336	97.06	chr01	chr01
22957991	22960982	14072563	14069581	2992	2983	95.53	chr01	chr01
22964802	22966114	2711549	2712875	1313	1327	83.66	chr01	chr01
22967898	22968845	31429652	31428715	948	938	84.77	chr01	chr01
22972844	22973563	20291714	20292439	720	726	85.97	chr01	chr01
22974584	22975546	20290524	20291468	963	945	82.79	chr01	chr01
22982084	22982680	22290550	22289960	597	591	92.04	chr01	chr01
22982813	22982938	22289819	22289694	126	126	95.24	chr01	chr01
22985680	22985872	14636323	14636516	193	194	92.27	chr01	chr01
22993771	22995208	22290315	22291647	1438	1333	85.86	chr01	chr01
22995312	22997030	22291748	22293467	1719	1720	93.98	chr01	chr01
22997468	22998926	22293610	22295042	1459	1433	91.38	chr01	chr01
22999287	23001092	22295112	22296877	1806	1766	92.94	chr01	chr01
23001088	23001293	22297970	22298172	206	203	94.20	chr01	chr01
23001967	23002559	22298168	22298759	593	592	95.31	chr01	chr01
23002551	23004379	22299477	22301289	1829	1813	95.41	chr01	chr01
23004373	23007271	42369364	42366523	2899	2842	91.91	chr01	chr01
23007862	23008380	3379603	3380091	519	489	89.23	chr01	chr01
23008381	23009221	22301285	22302016	841	732	82.01	chr01	chr01
